code,areaNo,date,h3,h6,h9,h12,h15,h18,h21,h24,h27,h30,h33,h36,h39,h42,h45,h48,h51,h54,h57,h60,h63,h66,h69,h72,h75,h78
A09,1100000000,2026042415,100,100,100,100,100,75,75,50,75,100,100,100,100,75,50,50,75,100,100,,,,,,,
