OCCRNC_YEAR,OCCRNC_MM,OCCRNC_AREA,OCCRNC_CNT,PATNT_CNT
2003,05,전남,3,51
2003,05,경남,5,165
2003,05,제주,1,28
2003,05,대구,2,177
2003,05,인천,1,37
2003,05,경기,3,667
2003,04,경북,1,35
2003,04,경남,1,5
2003,04,제주,1,18
2003,04,대구,1,38
2003,04,인천,1,48
2003,04,대전,1,3
2003,04,경기,1,61
2003,03,서울,14,1552
2003,03,충북,1,589
2003,03,충남,1,4
2003,03,경남,2,52
2003,03,인천,2,63
2003,03,광주,1,19
2003,03,대전,1,26
2003,03,울산,1,6
2003,03,경기,3,214
2003,01,부산,1,2
2003,01,경기,1,90
2002,12,경기,2,80
2002,11,강원,1,81
2002,11,경기,1,273
2002,10,충북,1,36
2002,10,전남,1,21
2002,10,경남,1,23
2002,10,대전,1,17
2002,09,충남,1,28
2002,09,경북,1,108
2002,09,경남,6,119
2002,09,울산,1,6
2002,09,경기,1,15
2002,08,충남,3,57
2002,08,전북,1,27
2002,08,경북,1,10
2002,08,경남,2,17
2002,08,제주,1,17
2002,08,부산,1,14
2002,08,대구,1,14
2002,08,경기,3,56
2002,07,서울,1,17
2002,07,경남,1,13
2002,07,인천,1,245
2002,07,경기,2,74
2002,06,서울,3,49
2002,06,강원,1,113
2002,06,경남,2,27
2002,06,광주,1,8
2002,06,경기,1,34
2002,05,서울,1,13
2002,05,강원,2,97
2002,05,제주,1,11
2002,05,대구,2,97
2002,05,대전,2,53
2002,05,울산,1,9
2002,05,경기,1,18
2002,04,서울,3,36
2002,04,강원,3,236
2002,04,전남,3,68
2002,04,경북,1,74
2002,04,경남,1,18
2002,04,경기,1,22
2002,03,서울,2,99
2002,03,강원,1,22
2002,03,충북,1,25
2002,03,경남,1,19
2002,03,부산,1,19
2002,02,경남,1,42
2002,02,광주,1,137
2002,01,강원,2,57
2002,01,전북,1,194
2002,01,경북,1,15
