so2Grade,coFlag,khaiValue,so2Value,coValue,pm25Flag,pm10Flag,o3Grade,pm10Value,khaiGrade,pm25Value,sidoName,no2Flag,no2Grade,o3Flag,pm25Grade,so2Flag,dataTime,coGrade,no2Value,stationName,pm10Grade,o3Value
1,,73,0.002,0.3,,,2,17,2,7,경남,,1,,1,,2026-04-24 16:00,1,0.007,진례면,1,0.057
1,,81,0.002,0.1,,,2,24,2,11,경남,,1,,1,,2026-04-24 16:00,1,0.004,저구리,2,0.067
1,,69,0.003,0.3,,,2,29,2,12,경남,,1,,1,,2026-04-24 16:00,1,0.008,아주동,1,0.052
1,,75,0.003,0.3,,,2,44,2,16,경남,,1,,2,,2026-04-24 16:00,1,0.004,고현동,2,0.059
1,,82,0.002,0.2,,,2,22,2,10,경남,,1,,1,,2026-04-24 16:00,1,0.006,사천읍,1,0.068
1,,83,0.002,0.2,,,2,26,2,9,경남,,1,,1,,2026-04-24 16:00,1,0.006,향촌동,1,0.069
1,,78,0.002,0.3,,,2,24,2,9,경남,,1,,1,,2026-04-24 16:00,1,0.005,대산면,1,0.064
1,,75,0.002,0.3,,,2,33,2,16,경남,,1,,1,,2026-04-24 16:00,1,0.009,옥포항,2,0.059
1,,75,0.002,0.2,,,2,20,2,6,경남,,1,,1,,2026-04-24 16:00,1,0.007,북부동,1,0.060
1,,75,0.003,0.4,,,2,24,2,6,경남,,1,,1,,2026-04-24 16:00,1,0.010,삼호동,1,0.060
1,,71,0.002,0.3,,,2,22,2,9,경남,,1,,1,,2026-04-24 16:00,1,0.009,물금읍,1,0.054
1,,66,0.004,0.3,,,2,30,2,8,울산,,1,,1,,2026-04-24 16:00,1,0.019,화산리,1,0.048
1,,74,0.002,0.4,,,2,46,2,13,울산,,1,,1,,2026-04-24 16:00,1,0.011,상남리,2,0.058
1,,78,0.002,0.2,,,2,23,2,8,울산,,1,,1,,2026-04-24 16:00,1,0.006,농소동,1,0.063
1,,76,0.002,0.2,,,2,22,2,4,울산,,1,,1,,2026-04-24 16:00,1,0.005,삼남읍,1,0.061
1,,-,0.003,0.3,,,2,18,,4,울산,,1,,,,2026-04-24 16:00,1,0.007,약사동,1,0.057
1,,76,0.002,0.3,,,2,22,2,9,울산,,1,,1,,2026-04-24 16:00,1,0.007,웅촌면,1,0.061
1,,73,0.002,0.3,,,2,24,2,2,울산,,1,,1,,2026-04-24 16:00,1,0.007,범서읍,1,0.058
1,,69,0.002,0.4,,,2,28,2,9,울산,,1,,1,,2026-04-24 16:00,1,0.014,북부순환도로,1,0.052
1,,75,0.002,0.4,,,2,18,2,9,울산,,1,,1,,2026-04-24 16:00,1,0.005,송정동,1,0.059
1,,76,0.002,0.3,,,2,26,2,13,울산,,1,,1,,2026-04-24 16:00,1,0.006,전하동,1,0.060
1,,69,0.002,0.5,,,2,25,2,4,울산,,1,,1,,2026-04-24 16:00,1,0.009,산업로,1,0.052
1,,73,0.002,0.3,,,2,22,2,6,울산,,1,,1,,2026-04-24 16:00,1,0.007,방어진순환도로,1,0.058
1,,79,0.003,0.3,,,2,15,2,6,경남,,1,,1,,2026-04-24 16:00,1,0.005,내일동,1,0.064
1,,70,0.003,0.2,,,2,35,2,12,경남,,1,,1,,2026-04-24 16:00,1,0.011,무전동,2,0.054
1,,84,0.003,0.2,,,2,32,2,9,경남,,1,,1,,2026-04-24 16:00,1,0.009,고성읍,1,0.071
1,,76,0.003,0.3,,,2,15,2,5,경남,,1,,1,,2026-04-24 16:00,1,0.005,거창읍,1,0.060
1,,-,0.003,0.3,,,2,34,,6,경남,,1,,1,,2026-04-24 16:00,1,0.006,가야읍,,0.066
1,,77,0.002,0.3,,,2,16,2,9,경남,,1,,1,,2026-04-24 16:00,1,0.005,함양읍,1,0.062
1,,84,0.003,0.2,,,2,29,2,7,경남,,1,,1,,2026-04-24 16:00,1,0.004,남해읍,1,0.070
1,,80,0.002,0.2,,,2,18,2,11,경남,,1,,1,,2026-04-24 16:00,1,0.004,산청읍,1,0.066
1,,66,0.002,0.3,,,2,16,2,4,경남,,1,,1,,2026-04-24 16:00,1,0.005,남상면,1,0.049
1,,84,0.002,0.3,,,2,21,2,8,경남,,1,,1,,2026-04-24 16:00,1,0.004,의령읍,1,0.071
1,,81,0.003,0.3,,,2,17,2,9,경남,,1,,1,,2026-04-24 16:00,1,0.004,창녕읍,1,0.066
1,,82,0.003,0.2,,,2,19,2,8,경남,,1,,1,,2026-04-24 16:00,1,0.006,합천읍,1,0.068
1,,70,0.003,0.3,,,2,40,2,11,경남,,1,,1,,2026-04-24 16:00,1,0.011,마산항,2,0.053
1,,66,0.003,0.3,,,2,27,2,11,울산,,1,,1,,2026-04-24 16:00,1,0.012,울산항,2,0.049
1,,82,0.002,0.2,,,2,42,2,14,경남,,1,,1,,2026-04-24 16:00,1,0.012,하동항,2,0.068
,통신장애,-,-,-,통신장애,통신장애,,-,,-,경남,통신장애,,통신장애,1,통신장애,2026-04-24 16:00,,-,삼천포항,2,-
,통신장애,-,-,-,통신장애,통신장애,,-,,-,경남,통신장애,,통신장애,,통신장애,2026-04-24 16:00,,-,진해항,,-
1,,86,0.003,0.3,,,2,18,2,7,광주,,1,,1,,2026-04-24 16:00,1,0.007,서석동,1,0.072
1,,75,0.003,0.4,,,2,15,2,6,광주,,1,,1,,2026-04-24 16:00,1,0.005,농성동,1,0.060
1,,75,0.003,0.3,,,2,18,2,8,광주,,1,,1,,2026-04-24 16:00,1,0.010,치평동,1,0.060
1,,82,0.003,0.3,,,2,18,2,7,광주,,1,,1,,2026-04-24 16:00,1,0.004,노대동,1,0.068
1,,78,0.003,0.3,,,2,25,2,6,광주,,1,,1,,2026-04-24 16:00,1,0.013,유촌동,2,0.063
1,,78,0.003,0.3,,,2,19,2,8,광주,,1,,1,,2026-04-24 16:00,1,0.006,두암동,1,0.063
1,,68,0.003,0.4,,,2,20,2,10,광주,,1,,1,,2026-04-24 16:00,1,0.021,운암동,2,0.051
1,,74,0.003,0.3,,,2,10,2,6,광주,,1,,1,,2026-04-24 16:00,1,0.006,건국동,1,0.059
1,,81,0.003,0.3,,,2,18,2,10,광주,,1,,1,,2026-04-24 16:00,1,0.005,일곡동,1,0.066
1,,79,0.003,0.4,,,2,22,2,8,광주,,1,,1,,2026-04-24 16:00,1,0.010,오선동,2,0.064
1,,82,0.003,0.3,,,2,19,2,8,광주,,1,,1,,2026-04-24 16:00,1,0.006,우산동(광주),1,0.068
1,,83,0.002,0.4,,,2,27,2,12,광주,,1,,2,,2026-04-24 16:00,1,0.008,평동,2,0.069
1,,80,0.003,0.3,,,2,27,2,4,광주,,1,,1,,2026-04-24 16:00,1,0.008,주월동,2,0.066
1,,76,0.009,0.2,,,2,26,2,6,전북,,1,,1,,2026-04-24 16:00,1,0.011,노송동,1,0.060
1,,91,0.003,0.4,,,2,40,2,11,전남,,1,,1,,2026-04-24 16:00,1,0.004,용당동,2,0.079
1,,85,0.002,0.4,,,2,40,2,15,전남,,1,,2,,2026-04-24 16:00,1,0.006,부흥동,2,0.072
1,,88,0.003,0.3,,,2,30,2,10,전남,,1,,1,,2026-04-24 16:00,1,0.007,서강동,1,0.075
1,,76,0.003,0.3,,,2,38,2,13,전남,,1,,1,,2026-04-24 16:00,1,0.021,월내동,2,0.061
1,,83,0.002,0.4,,,2,24,2,9,전남,,1,,1,,2026-04-24 16:00,1,0.008,문수동,1,0.070
1,,82,0.003,0.3,,,2,30,2,8,전남,,1,,1,,2026-04-24 16:00,1,0.007,여천동(여수),1,0.068
1,,83,0.003,0.5,,,2,29,2,7,전남,,1,,1,,2026-04-24 16:00,1,0.011,덕충동,1,0.069
1,,90,0.006,0.5,,,2,32,2,19,전남,,1,,2,,2026-04-24 16:00,1,0.006,장천동,2,0.078
1,,77,0.005,0.3,,,2,25,2,11,전남,,1,,1,,2026-04-24 16:00,1,0.010,연향동,1,0.062
1,,-,0.003,0.2,,,2,30,,11,전남,통신장애,,,1,,2026-04-24 16:00,1,-,순천만,1,0.054
1,,64,0.012,0.8,,,2,28,2,4,전남,,1,,1,,2026-04-24 16:00,1,0.009,호두리,2,0.046
1,,92,0.006,0.3,,,2,43,2,6,전남,,1,,1,,2026-04-24 16:00,1,0.005,신대,2,0.080
1,,81,0.004,0.1,,,2,18,2,8,전남,,1,,1,,2026-04-24 16:00,1,0.005,빛가람동,1,0.066
1,,71,0.003,0.3,,,2,14,2,6,전남,,1,,1,,2026-04-24 16:00,1,0.003,담양읍,1,0.054
1,,79,0.003,0.2,,,2,34,2,9,전남,,1,,1,,2026-04-24 16:00,1,0.004,장성읍,2,0.064
1,,86,0.003,0.3,,,2,25,2,14,전남,,1,,1,,2026-04-24 16:00,1,0.003,화양면,1,0.073
1,,82,0.006,0.6,,,2,35,2,16,전남,,1,,1,,2026-04-24 16:00,1,0.009,율촌면,2,0.068
1,,80,0.002,0.4,,,2,22,2,10,전남,,1,,1,,2026-04-24 16:00,1,0.007,삼일동,1,0.066
1,,79,0.007,0.4,,,2,43,2,13,전남,,1,,1,,2026-04-24 16:00,1,0.011,중동,1,0.064
1,,54,0.009,0.4,,,2,34,2,11,전남,,2,,1,,2026-04-24 16:00,1,0.031,태인동,1,0.033
1,,72,0.006,0.7,,,2,26,2,8,전남,,1,,1,,2026-04-24 16:00,1,0.009,광양읍,1,0.056
1,,82,0.003,0.2,,,2,15,2,8,전남,,1,,1,,2026-04-24 16:00,1,0.005,봉강면,1,0.068
1,,82,0.003,0.2,,,2,29,2,9,전남,,1,,1,,2026-04-24 16:00,1,0.009,진월면,1,0.068
1,,91,0.003,0.5,,,2,53,2,15,전남,,1,,1,,2026-04-24 16:00,1,0.006,해남읍,2,0.079
1,,85,0.002,0.3,,,2,58,2,16,전남,,1,,2,,2026-04-24 16:00,1,0.006,대불,2,0.072
1,,78,0.002,0.3,,,2,52,2,14,전남,,1,,1,,2026-04-24 16:00,1,0.002,영암읍,2,0.063
1,,77,0.002,0.2,,,2,19,2,11,전남,,1,,1,,2026-04-24 16:00,1,0.002,송단리,1,0.062
1,,77,0.002,0.1,,,2,18,2,20,전남,,1,,2,,2026-04-24 16:00,1,0.003,화순읍,1,0.062
1,,85,0.004,0.2,,,2,44,2,12,전남,,1,,1,,2026-04-24 16:00,1,0.003,영광읍,2,0.071
1,,87,0.002,0.3,,,2,49,2,28,전남,,1,,2,,2026-04-24 16:00,1,0.006,안마도,2,0.074
1,,-,0.003,0.3,,,2,33,,13,전남,,1,,1,,2026-04-24 16:00,1,0.004,장흥읍,,0.072
1,,88,0.003,0.5,,,2,47,2,17,전남,,1,,1,,2026-04-24 16:00,1,0.005,진도읍,2,0.075
1,,75,0.003,0.3,,,2,26,2,4,전남,,1,,1,,2026-04-24 16:00,1,0.003,신지면,1,0.060
1,,76,0.004,0.3,,,2,48,2,11,전남,,1,,1,,2026-04-24 16:00,1,0.006,함평읍,2,0.061
1,,87,0.004,0.4,,,2,25,2,11,전남,,1,,1,,2026-04-24 16:00,1,0.006,고흥읍,1,0.075
1,,83,0.004,0.3,,,2,44,2,18,전남,,1,,2,,2026-04-24 16:00,1,0.005,신안군,2,0.070
1,,-,0.002,0.3,,,2,45,,19,전남,,1,,,,2026-04-24 16:00,1,0.005,홍도,,0.071
1,,77,0.002,0.3,,,2,44,2,24,전남,,1,,2,,2026-04-24 16:00,1,0.004,가거도,2,0.062
,,,,,,,,,,,전남,,,,,,,,,무안읍,,
1,,81,0.002,0.3,,,2,60,2,16,전남,,1,,2,,2026-04-24 16:00,1,0.006,남악.오룡,2,0.067
1,,85,0.004,0.4,,,2,35,2,22,전남,,1,,1,,2026-04-24 16:00,1,0.006,강진읍,1,0.072
1,,75,0.002,0.2,,,2,12,2,5,전남,,1,,1,,2026-04-24 16:00,1,0.002,곡성읍,1,0.059
1,,64,0.000,0.2,,,2,13,2,5,전남,,1,,1,,2026-04-24 16:00,1,0.002,구례읍,1,0.047
1,,91,0.005,0.3,,,2,30,2,13,전남,,1,,1,,2026-04-24 16:00,1,0.007,벌교읍,1,0.080
1,,81,0.004,0.3,,,2,29,2,13,전남,,1,,1,,2026-04-24 16:00,1,0.005,보성읍,1,0.067
1,,87,0.002,0.3,,,2,50,2,24,전남,,1,,2,,2026-04-24 16:00,1,0.022,목포항,2,0.061
1,,74,0.003,0.3,,,2,27,2,13,전남,,1,,2,,2026-04-24 16:00,1,0.015,광양항,2,0.058
1,,81,0.002,0.4,,,2,34,2,13,전남,,1,,1,,2026-04-24 16:00,1,0.015,여수항,2,0.067
1,,71,0.002,0.2,,,2,24,2,14,전남,,1,,1,,2026-04-24 16:00,1,0.011,광양 중마,2,0.054
1,,81,0.002,0.1,,,2,27,2,9,전남,,1,,1,,2026-04-24 16:00,1,0.006,광양 율촌,1,0.066
1,,85,0.002,0.3,,,2,44,2,10,제주,,1,,1,,2026-04-24 16:00,1,0.009,이도동,2,0.072
1,,77,0.002,0.3,,,2,39,2,11,제주,,1,,1,,2026-04-24 16:00,1,0.009,연동,2,0.062
1,,84,0.002,0.4,,,2,34,2,15,제주,,1,,1,,2026-04-24 16:00,1,0.006,조천읍,2,0.070
1,,82,0.002,0.3,,,2,44,2,13,제주,,1,,1,,2026-04-24 16:00,1,0.007,한림읍,2,0.069
1,,83,0.002,0.4,,,2,41,2,16,제주,,1,,1,,2026-04-24 16:00,1,0.006,화북동,2,0.069
1,,84,0.002,0.2,,,2,45,2,12,제주,,1,,1,,2026-04-24 16:00,1,0.004,애월읍,2,0.070
1,,81,0.002,0.3,,,2,44,2,8,제주,,1,,1,,2026-04-24 16:00,1,0.006,동홍동,2,0.067
1,,82,0.001,0.3,,,2,36,2,17,제주,,1,,1,,2026-04-24 16:00,1,0.007,성산읍,2,0.068
1,,82,0.002,0.2,,,2,41,2,14,제주,,1,,1,,2026-04-24 16:00,1,0.006,남원읍,2,0.068
1,,82,0.002,0.3,,,2,42,2,10,제주,,1,,1,,2026-04-24 16:00,1,0.006,강정동,2,0.068
1,,86,0.002,0.2,,,2,36,2,8,제주,,1,,1,,2026-04-24 16:00,1,0.006,대정읍,2,0.073
1,,79,0.002,0.3,,,2,35,2,10,제주,,1,,1,,2026-04-24 16:00,1,0.012,노형로,2,0.064
,통신장애,-,-,-,,,,41,,8,제주,통신장애,,통신장애,1,통신장애,2026-04-24 16:00,,-,고산리,2,-
1,,82,0.001,0.3,,,2,39,2,16,제주,,1,,2,,2026-04-24 16:00,1,0.006,제주항,2,0.068
1,,75,0.002,0.4,,,2,17,2,6,대구,,1,,1,,2026-04-24 16:00,1,0.006,남산1동,1,0.059
1,,76,0.003,0.3,,,2,16,2,4,대구,,1,,1,,2026-04-24 16:00,1,0.008,수창동,1,0.060
1,,-,0.004,0.4,,,2,23,,7,대구,,1,,1,,2026-04-24 16:00,1,0.005,지산동,,0.062
1,,79,0.002,0.3,,,2,22,2,4,대구,,1,,1,,2026-04-24 16:00,1,0.006,서호동,1,0.064
1,,73,0.002,0.2,,,2,18,2,5,대구,,1,,1,,2026-04-24 16:00,1,0.011,용계동,1,0.057
1,,75,0.002,0.2,,,2,18,2,3,대구,,1,,1,,2026-04-24 16:00,1,0.006,이현동,1,0.060
1,,66,0.002,0.2,,,2,19,2,1,대구,,1,,1,,2026-04-24 16:00,1,0.009,평리동,1,0.048
1,,75,0.002,0.4,,,2,14,2,6,대구,,1,,1,,2026-04-24 16:00,1,0.006,대명동,1,0.060
1,,77,0.004,0.4,,,2,19,2,2,대구,,1,,1,,2026-04-24 16:00,1,0.005,신암동,1,0.062
1,,78,0.002,0.3,,,2,22,2,4,대구,,1,,1,,2026-04-24 16:00,1,0.006,태전동,1,0.063
1,,74,0.002,0.2,,,2,14,2,2,대구,,1,,1,,2026-04-24 16:00,1,0.006,산격동,1,0.058
1,,72,0.002,0.2,,,2,25,2,8,대구,,1,,1,,2026-04-24 16:00,1,0.012,서변동,1,0.056
1,,76,0.003,0.3,,,2,12,2,6,대구,,1,,1,,2026-04-24 16:00,1,0.007,연호동,1,0.061
1,,79,0.003,0.3,,,2,17,2,1,대구,,1,,1,,2026-04-24 16:00,1,0.004,만촌동,1,0.065
1,,75,0.003,0.3,,,2,21,2,6,대구,,1,,1,,2026-04-24 16:00,1,0.006,호림동,1,0.060
1,,-,0.002,0.4,,,2,14,,3,대구,,1,,,,2026-04-24 16:00,1,0.004,유가읍,,0.064
1,,66,0.003,0.3,,,2,19,2,3,대구,,1,,1,,2026-04-24 16:00,1,0.019,이곡동,1,0.048
1,,78,0.003,0.3,,,2,13,2,3,대구,,1,,1,,2026-04-24 16:00,1,0.005,시지동,1,0.063
1,,78,0.002,0.4,,,2,18,2,4,대구,,1,,1,,2026-04-24 16:00,1,0.006,진천동,1,0.063
1,,78,0.003,0.4,,,2,20,2,4,대구,,1,,1,,2026-04-24 16:00,1,0.006,다사읍,1,0.064
1,,72,0.002,0.4,,,2,11,2,5,대구,,1,,1,,2026-04-24 16:00,1,0.006,본동,1,0.056
1,,75,0.002,0.4,,,2,17,2,4,대구,,1,,1,,2026-04-24 16:00,1,0.007,내당동,1,0.060
1,,-,0.002,0.3,,,2,25,,4,대구,,1,,,,2026-04-24 16:00,1,0.005,침산동,,0.058
1,,76,0.002,0.4,,,2,13,2,2,대구,,1,,1,,2026-04-24 16:00,1,0.005,화원읍,1,0.061
1,,74,0.003,0.4,,,2,21,2,4,대구,,1,,1,,2026-04-24 16:00,1,0.011,충혼탑,1,0.058
1,,75,0.003,0.2,,,2,19,2,6,대구,,1,,1,,2026-04-24 16:00,1,0.004,군위읍,1,0.059
1,,73,0.002,0.6,,,2,22,2,12,경북,,1,,1,,2026-04-24 16:00,1,0.009,우현동,1,0.057
1,,69,0.003,0.5,,,2,24,2,6,경북,,1,,1,,2026-04-24 16:00,1,0.009,장흥동,2,0.052
1,,75,0.002,0.4,,,2,19,2,9,경북,,1,,1,,2026-04-24 16:00,1,0.004,장량동,1,0.060
1,,74,0.002,0.3,,,2,24,2,6,경북,,1,,1,,2026-04-24 16:00,1,0.006,대도동,1,0.059
1,,71,0.005,0.5,,,2,20,2,17,경북,,1,,1,,2026-04-24 16:00,1,0.011,대송면,1,0.054
1,,-,0.003,0.3,,통신장애,,-,,9,경북,,1,통신장애,1,,2026-04-24 16:00,1,0.006,3공단,,-
1,,76,0.002,0.4,,,2,24,2,8,경북,,1,,1,,2026-04-24 16:00,1,0.005,송도동,1,0.061
1,,76,0.002,0.3,,,2,22,2,8,경북,,1,,1,,2026-04-24 16:00,1,0.007,오천읍,1,0.060
1,,69,0.012,0.6,,,2,32,2,8,경북,,1,,1,,2026-04-24 16:00,1,0.016,청림동,2,0.052
1,,75,0.004,0.5,,,2,20,2,6,경북,,1,,1,,2026-04-24 16:00,1,0.008,연일읍,1,0.059
1,,68,0.005,0.4,,,2,26,2,10,경북,,1,,1,,2026-04-24 16:00,1,0.013,제철동,2,0.051
1,,-,0.005,0.3,,,2,28,,9,경북,,1,,,,2026-04-24 16:00,1,0.009,성건동,,0.053
1,,73,0.002,0.2,,,2,12,2,9,경북,,1,,1,,2026-04-24 16:00,1,0.003,보덕동,1,0.057
1,,73,0.003,0.2,,,2,18,2,7,경북,,1,,1,,2026-04-24 16:00,1,0.004,안강읍,1,0.057
1,,69,0.003,0.2,,,2,25,2,5,경북,,1,,1,,2026-04-24 16:00,1,0.004,외동읍,1,0.052
1,,73,0.002,0.3,,,2,27,2,10,경북,,1,,1,,2026-04-24 16:00,1,0.004,양덕동,1,0.058
1,,88,0.002,0.4,,,2,17,2,8,경북,,1,,1,,2026-04-24 16:00,1,0.005,평화남산동,1,0.075
1,,77,0.002,0.4,,,2,13,2,6,경북,,1,,1,,2026-04-24 16:00,1,0.009,대광동,1,0.062
1,,79,0.002,0.3,,,2,26,2,10,경북,,1,,1,,2026-04-24 16:00,1,0.009,율곡동,1,0.065
1,,75,0.002,0.4,,,2,21,2,9,경북,,1,,1,,2026-04-24 16:00,1,0.005,명륜동,1,0.060
1,,71,0.003,0.5,,,2,30,2,10,경북,,1,,1,,2026-04-24 16:00,1,0.011,공단동,1,0.054
1,,80,0.002,0.3,,,2,29,2,7,경북,,1,,1,,2026-04-24 16:00,1,0.007,원평동,1,0.065
1,,79,0.003,0.4,,,2,15,2,5,경북,,1,,1,,2026-04-24 16:00,1,0.006,형곡동,1,0.065
1,,78,0.003,0.3,,,2,29,2,16,경북,,1,,1,,2026-04-24 16:00,1,0.006,4공단,1,0.063
1,,73,0.003,0.4,,,2,23,2,10,경북,,1,,1,,2026-04-24 16:00,1,0.023,진미동,1,0.057
1,,75,0.002,0.3,,,2,16,2,11,경북,,1,,1,,2026-04-24 16:00,1,0.004,가흥동,1,0.060
1,,73,0.002,0.4,,,2,17,2,7,경북,,1,,1,,2026-04-24 16:00,1,0.006,영주동,1,0.057
1,,78,0.003,0.3,,,2,22,2,14,경북,,1,,1,,2026-04-24 16:00,1,0.004,중방동,1,0.063
1,,74,0.003,0.3,,,2,16,2,3,경북,,1,,1,,2026-04-24 16:00,1,0.005,하양읍,1,0.058
1,,74,0.004,0.3,,,2,18,2,2,경북,,1,,1,,2026-04-24 16:00,1,0.007,진량읍,1,0.058
1,,-,0.003,0.2,,,2,17,,17,경북,,1,,,,2026-04-24 16:00,1,0.003,상주시,1,0.061
1,,78,0.003,0.2,,,2,30,2,10,경북,,1,,1,,2026-04-24 16:00,1,0.004,칠곡군,1,0.063
1,,59,0.002,0.2,,,2,18,2,6,경북,,1,,1,,2026-04-24 02:00,1,0.003,영덕읍,1,0.040
1,,-,0.002,0.3,,,2,18,,6,경북,,1,,,,2026-04-24 16:00,1,0.004,강구면,1,0.071
1,,78,0.002,0.2,,,2,14,2,7,경북,,1,,1,,2026-04-24 16:00,1,0.002,영해면,1,0.063
1,,77,0.003,0.2,,,2,19,2,6,경북,,1,,1,,2026-04-24 16:00,1,0.004,문경시,1,0.062
1,,81,0.002,0.4,,,2,21,2,14,경북,,1,,1,,2026-04-24 16:00,1,0.009,성주군,1,0.067
1,,72,0.001,0.3,,,2,15,2,3,경북,,1,,1,,2026-04-24 16:00,1,0.003,화북면,1,0.056
1,,75,0.003,0.2,,,2,20,2,6,경북,,1,,1,,2026-04-24 16:00,1,0.005,영천시,1,0.060
1,,71,0.002,0.3,,,2,14,2,3,경북,,1,,1,,2026-04-24 16:00,1,0.005,안계면(교외),1,0.055
1,,75,0.003,0.2,,,2,20,2,8,경북,,1,,1,,2026-04-24 16:00,1,0.003,의성읍,1,0.060
1,,77,0.003,0.2,,,2,13,2,8,경북,,1,,1,,2026-04-24 16:00,1,0.003,안계면,1,0.062
1,,76,0.003,0.2,,,2,19,2,9,경북,,1,,1,,2026-04-24 16:00,1,0.003,울진군,1,0.061
1,,76,0.003,0.2,,,2,15,2,8,경북,,1,,1,,2026-04-24 16:00,1,0.003,석포면,1,0.061
1,,74,0.002,0.2,,,2,14,2,4,경북,,1,,1,,2026-04-24 16:00,1,0.001,봉화군청,1,0.058
1,,73,0.002,0.3,,,2,23,2,12,경북,,1,,1,,2026-04-24 16:00,1,0.003,태하리,1,0.057
1,,72,0.002,0.4,,,2,12,2,8,경북,,1,,1,,2026-04-24 16:00,1,0.004,울릉읍,1,0.056
1,,79,0.002,0.4,,,2,16,2,6,경북,,1,,1,,2026-04-24 16:00,1,0.005,대가야읍,1,0.064
1,,73,0.003,0.2,,,2,14,2,7,경북,,1,,1,,2026-04-24 16:00,1,0.003,영양군,1,0.057
1,,75,0.002,0.2,,,2,17,2,1,경북,,1,,1,,2026-04-24 16:00,1,0.003,예천군,1,0.059
1,,73,0.003,0.3,,,2,14,2,7,경북,,1,,1,,2026-04-24 16:00,1,0.004,화양읍,1,0.057
1,,62,0.011,0.2,,,2,31,2,16,경북,,2,,1,,2026-04-24 16:00,1,0.037,포항항,2,0.032
1,,69,0.003,0.3,,,2,15,2,12,대전,,1,,1,,2026-04-24 16:00,1,0.009,읍내동,1,0.052
1,,70,0.003,0.3,,,2,16,2,5,대전,,1,,1,,2026-04-24 16:00,1,0.006,문평동,1,0.054
1,,73,0.002,0.2,,,2,14,2,5,대전,,1,,1,,2026-04-24 16:00,1,0.006,문창동,1,0.057
1,,72,0.003,0.3,,,2,13,2,6,대전,,1,,1,,2026-04-24 16:00,1,0.007,구성동,1,0.056
,통신장애,-,-,-,,,,11,,4,대전,통신장애,,통신장애,1,통신장애,2026-04-24 16:00,,-,노은동,1,-
1,,75,0.003,0.3,,,2,12,2,1,대전,,1,,1,,2026-04-24 16:00,1,0.005,상대동(대전),1,0.060
1,,72,0.003,0.3,,,2,12,2,2,대전,,1,,1,,2026-04-24 16:00,1,0.006,관평동,1,0.056
1,,-,0.003,0.3,통신장애,통신장애,2,-,,-,대전,,1,,,,2026-04-24 16:00,1,0.013,지족동,,0.046
1,,63,0.003,0.3,,,2,21,2,9,대전,,1,,1,,2026-04-24 16:00,1,0.018,대흥동1,1,0.045
1,,74,0.003,0.4,,,2,19,2,3,대전,,1,,1,,2026-04-24 16:00,1,0.008,성남동1,1,0.058
1,,71,0.003,0.3,,,2,10,2,4,대전,,1,,1,,2026-04-24 16:00,1,0.007,대성동,1,0.055
1,,77,0.002,0.3,,,2,22,2,2,대전,,1,,1,,2026-04-24 16:00,1,0.007,정림동,1,0.061
1,,73,0.003,0.4,,,2,24,2,2,대전,,1,,1,,2026-04-24 16:00,1,0.007,둔산동,1,0.057
1,,74,0.003,0.3,,,2,16,2,5,대전,,1,,1,,2026-04-24 16:00,1,0.007,월평동,1,0.058
1,,70,0.002,0.4,,,2,16,2,4,대전,,1,,1,,2026-04-24 16:00,1,0.010,비래동,1,0.054
1,,80,0.002,0.3,,,2,18,2,4,충북,,1,,1,,2026-04-24 16:00,1,0.007,봉명동,1,0.066
1,,80,0.002,0.3,,,2,25,2,8,충북,,1,,1,,2026-04-24 16:00,1,0.009,사천동,1,0.066
1,,82,0.002,0.3,,,2,18,2,5,충북,,1,,1,,2026-04-24 16:00,1,0.007,용담동,1,0.068
1,,84,0.002,0.4,,,2,15,2,2,충북,,1,,1,,2026-04-24 16:00,1,0.008,용암동,1,0.071
1,,79,0.002,0.4,,,2,39,2,7,충북,,1,,1,,2026-04-24 16:00,1,0.014,복대동,2,0.064
1,,87,0.004,0.3,,,2,20,2,12,충남,,1,,1,,2026-04-24 16:00,1,0.009,성황동,1,0.074
1,,86,0.005,0.3,,,2,21,2,7,충남,,1,,1,,2026-04-24 16:00,1,0.007,백석동,1,0.072
1,,72,0.003,0.3,,,2,34,2,12,부산,,1,,1,,2026-04-24 16:00,1,0.012,당리동,2,0.056
1,,105,0.008,0.2,,,1,45,3,15,부산,,3,,1,,2026-04-24 16:00,1,0.064,부산항,2,0.014
,,,,,,,,,,,부산,,,,,,,,,부산신항,,
1,,66,0.003,0.2,,,2,46,2,12,부산,,1,,1,,2026-04-24 16:00,1,0.010,부산북항,2,0.049
1,,57,0.004,0.2,,,2,32,2,11,부산,,2,,1,,2026-04-24 16:00,1,0.034,부산감만,2,0.031
1,,77,0.003,0.2,,,2,33,2,10,경남,,1,,1,,2026-04-24 16:00,1,0.010,회원동,1,0.062
1,통신장애,76,0.004,-,,,2,35,2,16,경남,,1,,1,,2026-04-24 16:00,,0.021,봉암동,1,0.060
1,,-,0.002,0.2,,,2,24,,13,경남,,1,,,,2026-04-24 16:00,1,0.005,내서읍,,0.060
1,,76,0.002,0.4,,,2,24,2,10,울산,,1,,1,,2026-04-24 16:00,1,0.006,대송동,1,0.060
,통신장애,-,-,-,통신장애,,,29,,-,울산,통신장애,,통신장애,1,통신장애,2026-04-24 16:00,,-,성남동,1,-
1,,68,0.004,0.4,,,2,42,2,16,울산,,1,,1,,2026-04-24 16:00,1,0.015,부곡동(울산),2,0.051
