so2Grade,coFlag,khaiValue,so2Value,coValue,pm25Flag,pm10Flag,o3Grade,pm10Value,khaiGrade,pm25Value,sidoName,no2Flag,no2Grade,o3Flag,pm25Grade,so2Flag,dataTime,coGrade,no2Value,stationName,pm10Grade,o3Value
1,,76,0.002,0.4,,,2,39,2,9,울산,,1,,1,,2026-04-24 16:00,1,0.009,여천동(울산),2,0.054
1,,75,0.002,0.3,,,2,23,2,11,울산,,1,,1,,2026-04-24 16:00,1,0.007,선암동,1,0.060
1,,76,0.002,0.3,,,2,23,2,7,울산,,1,,1,,2026-04-24 16:00,1,0.008,삼산동,1,0.061
1,,68,0.002,0.4,,,2,28,2,11,울산,,1,,1,,2026-04-24 16:00,1,0.010,신정로,1,0.051
1,,75,0.002,0.3,,,2,22,2,6,울산,,1,,1,,2026-04-24 16:00,1,0.007,신정동,1,0.060
1,,70,0.003,0.5,,,2,30,2,12,울산,,1,,1,,2026-04-24 16:00,1,0.012,덕신리,1,0.053
1,,73,0.002,0.3,,,2,29,2,5,울산,,1,,1,,2026-04-24 16:00,1,0.010,무거동,1,0.057
1,,-,0.002,0.3,,,2,19,,11,울산,,1,,,,2026-04-24 16:00,1,0.011,효문동,,0.052
1,,76,0.003,0.5,,,2,18,2,9,경남,,1,,1,,2026-04-24 16:00,1,0.004,상봉동,1,0.060
1,,76,0.002,0.2,,,2,20,2,10,경남,,1,,1,,2026-04-24 16:00,1,0.005,대안동,1,0.061
1,,79,0.003,0.2,,,2,24,2,9,경남,,1,,1,,2026-04-24 16:00,1,0.006,상대동(진주),1,0.064
1,,-,0.003,0.2,통신장애,통신장애,2,-,,-,경남,,1,,,,2026-04-24 16:00,1,0.005,정촌면,,0.059
1,,82,0.002,0.2,,,2,20,2,9,경남,,1,,1,,2026-04-24 16:00,1,0.005,명서동,1,0.068
1,,80,0.002,0.2,,,2,27,2,11,경남,,1,,1,,2026-04-24 16:00,1,0.007,웅남동,1,0.066
1,,78,0.003,0.2,,,2,18,2,7,경남,,1,,1,,2026-04-24 16:00,1,0.007,성주동,1,0.063
1,,77,0.002,0.3,,,2,24,2,5,경남,,1,,1,,2026-04-24 16:00,1,0.006,용지동,1,0.062
1,,79,0.002,0.2,,,2,27,2,10,경남,,1,,1,,2026-04-24 16:00,1,0.007,반송로,1,0.065
1,,75,0.002,0.2,,,2,24,2,6,경남,,1,,1,,2026-04-24 16:00,1,0.005,사파동,1,0.060
1,,77,0.002,0.2,,,2,13,2,4,서울,,1,,1,,2026-04-24 16:00,1,0.009,중구,1,0.062
1,,79,0.003,0.3,,,2,23,2,5,서울,,1,,1,,2026-04-24 16:00,1,0.017,한강대로,1,0.065
1,,75,0.002,0.3,,,2,19,2,12,서울,,1,,1,,2026-04-24 16:00,1,0.011,종로구,1,0.059
1,,68,0.002,0.5,,,2,16,2,8,서울,,1,,1,,2026-04-24 16:00,1,0.022,청계천로,1,0.051
1,,69,0.002,0.3,,,2,16,2,3,서울,,1,,1,,2026-04-24 16:00,1,0.019,종로,1,0.052
1,,77,0.003,0.3,,,2,34,2,11,서울,,1,,1,,2026-04-24 16:00,1,0.016,용산구,2,0.061
1,,-,0.003,0.2,,,2,22,,13,서울,,1,,,,2026-04-24 16:00,1,0.006,광진구,,0.061
1,,69,0.002,0.3,,,2,15,2,5,서울,,1,,1,,2026-04-24 16:00,1,0.022,성동구,1,0.052
1,,74,0.003,0.4,,,2,20,2,3,서울,,2,,1,,2026-04-24 16:00,1,0.044,강변북로,1,0.038
1,,76,0.002,0.2,,,2,18,2,2,서울,,1,,1,,2026-04-24 16:00,1,0.009,중랑구,1,0.061
1,,78,0.002,0.2,,,2,18,2,11,서울,,1,,1,,2026-04-24 16:00,1,0.009,동대문구,1,0.063
1,,64,0.003,0.3,,,2,26,2,6,서울,,1,,1,,2026-04-24 16:00,1,0.017,홍릉로,2,0.047
1,,72,0.003,0.3,,,2,20,2,7,서울,,1,,1,,2026-04-24 16:00,1,0.010,성북구,1,0.055
,통신장애,-,-,-,통신장애,통신장애,,-,,-,서울,통신장애,,통신장애,,통신장애,2026-04-24 16:00,,-,정릉로,,-
1,,79,0.003,0.3,,,2,21,2,8,서울,,1,,1,,2026-04-24 16:00,1,0.010,도봉구,1,0.064
1,,78,0.003,0.3,,,2,19,2,6,서울,,1,,1,,2026-04-24 16:00,1,0.011,은평구,1,0.064
1,,80,0.003,0.3,,,2,20,2,4,서울,,1,,1,,2026-04-24 16:00,1,0.012,서대문구,1,0.066
,통신장애,-,-,-,통신장애,,,20,,-,서울,통신장애,,통신장애,1,통신장애,2026-04-24 16:00,,-,마포구,1,-
,통신장애,-,-,-,통신장애,통신장애,,-,,-,서울,통신장애,,통신장애,1,통신장애,2026-04-24 16:00,,-,신촌로,,-
1,,82,0.003,0.3,,,2,25,2,9,서울,,1,,1,,2026-04-24 16:00,1,0.018,강서구,1,0.069
1,,77,0.003,0.3,,,2,41,2,12,서울,,1,,2,,2026-04-24 16:00,1,0.026,공항대로,2,0.062
1,,85,0.003,0.2,,,2,27,2,8,서울,,1,,1,,2026-04-24 16:00,1,0.013,구로구,1,0.071
1,,77,0.002,0.3,,,2,21,2,11,서울,,1,,1,,2026-04-24 16:00,1,0.016,영등포구,1,0.062
1,,69,0.003,0.3,,,2,20,2,11,서울,,1,,1,,2026-04-24 16:00,1,0.027,영등포로,1,0.052
1,,82,0.003,0.3,,,2,24,2,12,서울,,1,,1,,2026-04-24 16:00,1,0.015,동작구,1,0.067
1,,67,0.003,0.4,,,2,28,2,11,서울,,2,,2,,2026-04-24 16:00,1,0.030,동작대로 중앙차로,1,0.050
1,,81,0.002,0.3,,,2,29,2,8,서울,,1,,1,,2026-04-24 16:00,1,0.014,관악구,1,0.066
1,,77,0.002,0.3,,,2,18,2,7,서울,,1,,1,,2026-04-24 16:00,1,0.014,강남구,1,0.062
1,,74,0.003,0.3,,,2,28,2,13,서울,,1,,1,,2026-04-24 16:00,1,0.014,서초구,1,0.058
1,,75,0.002,0.3,,,2,30,2,7,서울,,1,,1,,2026-04-24 16:00,1,0.017,도산대로,1,0.059
1,,61,0.002,0.4,,,2,32,2,3,서울,,1,,1,,2026-04-24 16:00,1,0.029,강남대로,2,0.042
1,,71,0.002,0.3,,,2,23,2,6,서울,,1,,1,,2026-04-24 16:00,1,0.014,송파구,1,0.055
1,,80,0.002,0.2,,,2,18,2,6,서울,,1,,1,,2026-04-24 16:00,1,0.005,강동구,1,0.065
1,,69,0.002,0.3,,,2,22,2,3,서울,,1,,1,,2026-04-24 16:00,1,0.014,천호대로,1,0.053
1,,82,0.003,0.4,,,2,39,2,12,서울,,1,,1,,2026-04-24 16:00,1,0.019,금천구,1,0.068
1,,68,0.003,0.3,,,2,31,2,13,서울,,2,,1,,2026-04-24 16:00,1,0.039,시흥대로,2,0.051
1,,79,0.002,0.3,,,2,23,2,13,서울,,1,,1,,2026-04-24 16:00,1,0.011,강북구,1,0.064
1,,83,0.003,0.3,,,2,24,2,10,서울,,1,,1,,2026-04-24 16:00,1,0.016,양천구,1,0.069
1,,80,0.002,0.3,,,2,22,2,2,서울,,1,,1,,2026-04-24 16:00,1,0.011,노원구,1,0.066
1,,69,0.002,0.3,,,2,27,2,12,서울,,1,,1,,2026-04-24 16:00,1,0.023,화랑로,1,0.052
1,,80,0.002,0.2,,,2,27,2,15,경기,,1,,1,,2026-04-24 16:00,1,0.006,신풍동,1,0.065
1,,75,0.002,0.2,,,2,23,2,20,경기,,1,,1,,2026-04-24 16:00,1,0.008,인계동,1,0.059
1,,-,0.002,0.3,통신장애,,2,13,,-,경기,,1,,,,2026-04-24 16:00,1,0.007,광교동,1,0.063
1,,83,0.001,0.2,,,2,48,2,2,경기,,1,,1,,2026-04-24 16:00,1,0.010,영통동,1,0.069
1,,80,0.002,0.2,,,2,26,2,10,경기,,1,,1,,2026-04-24 16:00,1,0.005,천천동,1,0.065
1,,81,0.002,0.2,,,2,36,2,9,경기,,1,,1,,2026-04-24 16:00,1,0.018,경수대로(동수원),2,0.067
1,,76,0.002,0.2,,,2,47,2,5,경기,,1,,1,,2026-04-24 16:00,1,0.007,고색동,2,0.060
1,,82,0.002,0.3,,,2,12,2,1,경기,,1,,1,,2026-04-24 16:00,1,0.006,호매실,1,0.068
1,,72,0.002,0.2,,,2,17,2,4,경기,,1,,1,,2026-04-24 16:00,1,0.017,대왕판교로(백현동),1,0.055
1,,85,0.002,0.2,,,2,14,2,3,경기,,1,,1,,2026-04-24 16:00,1,0.003,단대동,1,0.071
1,,77,0.001,0.2,,,2,14,2,10,경기,,1,,1,,2026-04-24 16:00,1,0.005,정자동,1,0.062
1,,83,0.002,0.3,,,2,29,2,14,경기,,1,,2,,2026-04-24 16:00,1,0.007,수내동,1,0.069
1,,68,0.002,0.3,,,2,20,2,13,경기,,1,,1,,2026-04-24 16:00,1,0.021,성남대로(모란역),1,0.051
1,,75,0.002,0.3,,,2,21,2,7,경기,,1,,1,,2026-04-24 16:00,1,0.007,복정동,1,0.060
1,,84,0.002,0.3,,,2,21,2,8,경기,,1,,1,,2026-04-24 16:00,1,0.003,운중동,1,0.071
1,,75,0.002,0.2,,,2,40,2,12,경기,,1,,1,,2026-04-24 16:00,1,0.010,상대원동,2,0.060
1,,88,0.003,0.3,,,2,31,2,7,경기,,1,,1,,2026-04-24 16:00,1,0.009,의정부동,1,0.076
1,,89,0.002,0.2,,,2,21,2,5,경기,,1,,1,,2026-04-24 16:00,1,0.006,의정부1동,1,0.076
1,,85,0.002,0.3,,,2,21,2,8,경기,,1,,1,,2026-04-24 16:00,1,0.009,송산3동,1,0.072
1,,80,0.004,0.3,,,2,25,2,10,경기,,1,,1,,2026-04-24 16:00,1,0.012,안양8동,1,0.065
1,,77,0.003,0.3,,,2,28,2,9,경기,,1,,1,,2026-04-24 16:00,1,0.013,부림동,1,0.062
1,,86,0.003,0.3,,,2,23,2,15,경기,,1,,1,,2026-04-24 16:00,1,0.011,호계3동,1,0.073
1,,78,0.004,0.2,,,2,33,2,13,경기,,1,,1,,2026-04-24 16:00,1,0.016,안양2동,1,0.063
1,,84,0.003,0.3,,,2,32,2,11,경기,,1,,1,,2026-04-24 16:00,1,0.017,철산동,1,0.071
1,,87,0.002,0.3,,,2,49,2,18,경기,,1,,2,,2026-04-24 16:00,1,0.016,소하동,2,0.074
1,,85,0.003,0.3,,,2,46,2,12,경기,,1,,1,,2026-04-24 16:00,1,0.024,고잔동,1,0.072
1,,83,0.004,0.3,,,2,42,2,14,경기,,1,,1,,2026-04-24 16:00,1,0.025,초지동,1,0.070
1,,82,0.004,0.3,,,2,40,2,10,경기,,1,,1,,2026-04-24 16:00,1,0.012,본오동,2,0.068
1,,73,0.003,0.4,,,2,55,2,18,경기,,1,,1,,2026-04-24 16:00,1,0.025,원곡동,2,0.058
1,,86,0.003,0.3,,,2,33,2,17,경기,,1,,1,,2026-04-24 16:00,1,0.025,부곡동1,1,0.073
1,,87,0.002,0.2,,,2,29,2,14,경기,,1,,1,,2026-04-24 16:00,1,0.010,대부동,1,0.075
1,,76,0.005,0.3,,,2,38,2,13,경기,,1,,1,,2026-04-24 16:00,1,0.026,호수동,1,0.061
1,,-,0.002,0.3,통신장애,,2,49,,-,경기,,2,,,,2026-04-24 16:00,1,0.031,중앙대로(고잔동),1,0.056
1,,-,0.002,0.2,,,2,12,,5,경기,,1,,1,,2026-04-24 16:00,1,0.009,별양동,,0.067
1,,86,0.002,0.3,,,2,31,2,8,경기,,1,,1,,2026-04-24 16:00,1,0.011,과천동,1,0.073
1,,73,0.003,0.2,,,2,15,2,2,경기,,1,,1,,2026-04-24 16:00,1,0.008,교문동,1,0.058
1,,72,0.003,0.2,,,2,15,2,6,경기,,1,,1,,2026-04-24 16:00,1,0.008,동구동,1,0.056
1,,79,0.002,0.2,,,2,20,2,9,경기,,1,,1,,2026-04-24 16:00,1,0.006,부곡3동,1,0.064
1,,83,0.003,0.3,,,2,21,2,7,경기,,1,,1,,2026-04-24 16:00,1,0.007,고천동,1,0.070
1,,91,0.004,0.3,,,2,54,2,18,경기,,1,,1,,2026-04-24 16:00,1,0.020,정왕동,2,0.079
1,,73,0.004,0.3,,,2,64,2,12,경기,,1,,1,,2026-04-24 16:00,1,0.022,시화산단,2,0.057
1,,76,0.004,0.3,,,2,58,2,23,경기,,1,,1,,2026-04-24 16:00,1,0.024,대야동,2,0.061
1,,85,0.004,0.3,,,2,44,2,10,경기,,1,,1,,2026-04-24 16:00,1,0.021,목감동,2,0.072
1,,81,0.004,0.3,,,2,59,2,17,경기,,1,,1,,2026-04-24 16:00,1,0.025,장현동,2,0.067
,,,,,,,,,,,경기,,,,,,,,,서해안로,,
1,,81,0.004,0.3,,,2,54,2,19,경기,,1,,1,,2026-04-24 16:00,1,0.024,배곧동,2,0.067
1,,76,0.002,0.2,,,2,16,2,0,경기,,1,,1,,2026-04-24 16:00,1,0.006,금곡동,1,0.060
1,,81,0.003,0.2,,,2,36,2,6,경기,,1,,1,,2026-04-24 16:00,1,0.009,오남읍,2,0.067
1,,84,0.002,0.2,,,2,25,2,0,경기,,1,,1,,2026-04-24 16:00,1,0.007,별내동,1,0.070
1,,76,0.003,0.2,,,2,21,2,6,경기,,1,,1,,2026-04-24 16:00,1,0.006,화도읍,1,0.061
1,,66,0.002,0.2,,,2,31,2,5,경기,,1,,1,,2026-04-24 16:00,1,0.016,경춘로,2,0.048
1,,80,0.002,0.2,,,2,14,2,3,경기,,1,,1,,2026-04-24 16:00,1,0.003,와부읍,1,0.065
1,,82,0.002,0.2,,,2,15,2,7,경기,,1,,1,,2026-04-24 16:00,1,0.007,진접읍,1,0.069
1,,85,0.003,0.2,,,2,15,2,9,경기,,1,,1,,2026-04-24 16:00,1,0.005,비전동,1,0.072
1,,81,0.002,0.2,,,2,16,2,6,경기,,1,,1,,2026-04-24 16:00,1,0.005,안중,1,0.066
1,,69,0.003,0.2,,,2,46,2,13,경기,,2,,2,,2026-04-24 16:00,1,0.038,평택항,2,0.053
1,,78,0.003,0.2,,,2,31,2,7,경기,,1,,1,,2026-04-24 16:00,1,0.010,송북동,1,0.063
1,,88,0.003,0.2,,,2,28,2,6,경기,,1,,1,,2026-04-24 16:00,1,0.011,청북읍,1,0.076
1,,88,0.003,0.2,,,2,26,2,7,경기,,1,,1,,2026-04-24 16:00,1,0.010,고덕동,1,0.075
1,,89,0.002,0.3,,,2,41,2,12,경기,,1,,1,,2026-04-24 16:00,1,0.008,금촌동,2,0.076
1,,91,0.002,0.3,,,2,22,2,9,경기,,1,,1,,2026-04-24 16:00,1,0.009,운정,1,0.080
1,,76,0.001,0.3,,,2,29,2,9,경기,,1,,1,,2026-04-24 16:00,1,0.003,파주,1,0.061
1,,91,0.002,0.2,,,2,27,2,10,경기,,1,,1,,2026-04-24 16:00,1,0.006,파주읍,1,0.079
1,,81,0.003,0.2,,,2,16,2,8,경기,,1,,1,,2026-04-24 16:00,1,0.010,행신동,1,0.067
1,,86,0.004,0.2,,,2,32,2,5,경기,,1,,1,,2026-04-24 16:00,1,0.009,식사동,2,0.073
1,,85,0.004,0.3,,,2,45,2,15,경기,,1,,1,,2026-04-24 16:00,1,0.014,백마로(마두역),2,0.072
1,,81,0.003,0.2,,,2,23,2,12,경기,,1,,1,,2026-04-24 16:00,1,0.006,신원동,1,0.067
1,,98,0.003,0.2,,,2,42,2,20,경기,,1,,2,,2026-04-24 16:00,1,0.010,주엽동,2,0.087
1,,82,0.002,0.2,,,2,17,2,8,경기,,1,,1,,2026-04-24 16:00,1,0.007,경안동,1,0.067
1,,83,0.002,0.3,,,2,21,2,9,경기,,1,,1,,2026-04-24 16:00,1,0.005,오포1동,1,0.069
1,,89,0.002,0.2,,,2,16,2,11,경기,,1,,1,,2026-04-24 16:00,1,0.004,곤지암,1,0.077
1,,81,0.001,0.3,,,2,13,2,9,경기,,1,,1,,2026-04-24 16:00,1,0.006,김량장동,1,0.066
1,,77,0.001,0.3,,,2,23,2,11,경기,,1,,1,,2026-04-24 16:00,1,0.007,수지,1,0.062
1,,77,0.001,0.2,,,2,23,2,12,경기,,1,,1,,2026-04-24 16:00,1,0.008,기흥,1,0.062
1,,73,0.002,0.3,,,2,20,2,8,경기,,1,,1,,2026-04-24 16:00,1,0.019,중부대로(구갈동),1,0.057
1,,85,0.002,0.2,,,2,22,2,12,경기,,1,,1,,2026-04-24 16:00,1,0.003,모현읍,1,0.071
1,,78,0.001,0.2,,,2,38,2,15,경기,,1,,2,,2026-04-24 16:00,1,0.003,이동읍,2,0.063
1,,76,0.001,0.2,,,2,17,2,8,경기,,1,,1,,2026-04-24 16:00,1,0.004,백암면,1,0.060
1,,83,0.002,0.2,,,2,11,2,4,경기,,1,,1,,2026-04-24 16:00,1,0.004,설성면,1,0.069
1,,73,0.004,0.1,,,2,31,2,6,경기,,1,,1,,2026-04-24 16:00,1,0.014,창전동,2,0.057
1,,87,0.003,0.2,,,2,128,2,11,경기,,1,,1,,2026-04-24 16:00,1,0.007,장호원읍,2,0.061
1,,80,0.003,0.1,통신장애,,2,13,2,-,경기,,1,,1,,2026-04-24 16:00,1,0.006,부발읍,1,0.066
1,,80,0.001,0.3,,,2,16,2,9,경기,,1,,1,,2026-04-24 16:00,1,0.003,관인면,1,0.066
1,,83,0.002,0.2,,,2,13,2,2,경기,,1,,1,,2026-04-24 16:00,1,0.005,선단동,1,0.070
1,,88,0.002,0.2,,,2,19,2,12,경기,,1,,1,,2026-04-24 16:00,1,0.004,일동면,1,0.076
1,,94,0.003,0.3,,,2,32,2,13,경기,,1,,1,,2026-04-24 16:00,1,0.011,사우동,2,0.083
1,,77,0.004,0.3,,,2,72,2,18,경기,,1,,1,,2026-04-24 16:00,1,0.019,고촌읍,2,0.061
,통신장애,87,-,-,,,2,29,2,8,경기,,1,,1,통신장애,2026-04-24 16:00,,0.009,월곶면,2,0.074
1,,-,0.004,0.2,,,2,48,,9,경기,,1,,,,2026-04-24 16:00,1,0.013,한강신도시,2,0.077
1,,92,0.004,0.3,,,2,43,2,20,경기,,1,,1,,2026-04-24 16:00,1,0.015,한강로,2,0.081
1,,80,0.003,0.2,,,2,24,2,6,경기,,1,,1,,2026-04-24 16:00,1,0.012,당동,1,0.066
1,,76,0.003,0.3,,,2,24,2,6,경기,,1,,1,,2026-04-24 16:00,1,0.007,산본동,1,0.061
1,,81,0.002,0.2,,,2,20,2,8,경기,,1,,1,,2026-04-24 16:00,1,0.009,오산동,1,0.067
1,,76,0.002,0.2,,,2,27,2,9,경기,,1,,1,,2026-04-24 16:00,1,0.014,금암로(신장동),2,0.061
1,,76,0.002,0.2,,,2,18,2,2,경기,,1,,1,,2026-04-24 16:00,1,0.008,신장동,1,0.061
1,,78,0.002,0.2,,,2,17,2,4,경기,,1,,1,,2026-04-24 16:00,1,0.008,미사,1,0.063
1,,75,0.002,0.2,,,2,15,2,4,경기,,1,,1,,2026-04-24 16:00,1,0.009,감일,1,0.059
1,,95,0.004,0.3,,,2,57,2,10,경기,,1,,1,,2026-04-24 16:00,1,0.010,남양읍,2,0.084
1,,85,0.004,0.2,,,2,40,2,10,경기,,1,,1,,2026-04-24 16:00,1,0.007,향남읍,2,0.072
1,,80,0.003,0.2,,,2,17,2,8,경기,,1,,1,,2026-04-24 16:00,1,0.006,동탄,1,0.066
1,,115,0.004,0.3,,,3,43,3,16,경기,,1,,1,,2026-04-24 16:00,1,0.006,우정읍,2,0.096
1,,83,0.004,0.2,,,2,16,2,4,경기,,1,,1,,2026-04-24 16:00,1,0.005,청계동,1,0.070
1,,80,0.004,0.3,,,2,33,2,10,경기,,1,,1,,2026-04-24 16:00,1,0.014,새솔동,1,0.066
1,,86,0.004,0.2,,,2,12,2,4,경기,,1,,1,,2026-04-24 16:00,1,0.010,봉담읍,1,0.073
1,,101,0.004,0.2,,,3,45,3,12,경기,,1,,1,,2026-04-24 16:00,1,0.006,서신면,2,0.090
1,,96,0.003,0.2,,,2,34,2,14,경기,,1,,1,,2026-04-24 16:00,1,0.008,백석읍,2,0.085
1,,91,0.005,0.2,,,2,28,2,7,경기,,1,,1,,2026-04-24 16:00,1,0.007,고읍,1,0.078
1,,92,0.004,0.2,,,2,32,2,13,경기,,1,,1,,2026-04-24 16:00,1,0.005,보산동,1,0.080
1,,-,0.001,0.2,,,2,17,,12,경기,,1,,,,2026-04-24 16:00,1,0.005,봉산동,,0.076
1,,83,0.002,0.4,,,2,28,2,11,경기,,1,,1,,2026-04-24 16:00,1,0.004,공도읍,1,0.069
1,,79,0.002,0.2,,,2,30,2,15,경기,,1,,1,,2026-04-24 16:00,1,0.003,죽산면,2,0.065
1,,83,0.003,0.1,,,2,23,2,3,경기,,1,,1,,2026-04-24 16:00,1,0.005,중앙동(경기),1,0.069
1,,78,0.003,0.1,,,2,17,2,9,경기,,1,,1,,2026-04-24 16:00,1,0.006,대신면,1,0.063
1,,81,0.003,0.1,,,2,17,2,6,경기,,1,,1,,2026-04-24 16:00,1,0.005,가남읍,1,0.067
1,,81,0.002,0.2,,,2,21,2,12,경기,,1,,1,,2026-04-24 16:00,1,0.002,연천,1,0.067
1,,116,0.002,0.2,,,2,143,3,19,경기,,1,,2,,2026-04-24 16:00,1,0.006,전곡,3,0.069
,통신장애,-,-,-,통신장애,통신장애,,-,,-,경기,통신장애,,통신장애,1,통신장애,2026-04-24 16:00,,-,가평,1,-
1,,73,0.002,0.3,,,2,14,2,3,경기,,1,,1,,2026-04-24 16:00,1,0.005,설악면,1,0.058
1,,76,0.003,0.2,,,2,16,2,3,경기,,1,,1,,2026-04-24 16:00,1,0.005,용문면,1,0.061
1,,77,0.002,0.3,,,2,17,2,10,경기,,1,,1,,2026-04-24 16:00,1,0.006,양평읍,1,0.062
1,,51,0.001,0.2,,,1,27,2,12,경기,,1,,2,,2026-04-24 16:00,1,0.003,연천(DMZ),1,0.018
1,,73,0.002,0.2,,,2,20,2,1,강원,,1,,1,,2026-04-24 16:00,1,0.006,중앙로,1,0.056
1,,-,0.001,0.2,통신장애,,2,28,,-,강원,,1,,,,2026-04-24 16:00,1,0.001,퇴계동,1,0.055
1,,75,0.002,0.1,,,2,20,2,5,강원,,1,,1,,2026-04-24 16:00,1,0.003,신사우동,1,0.059
1,,69,0.001,0.3,,,2,17,2,12,강원,,1,,2,,2026-04-24 16:00,1,0.012,온의동,1,0.052
1,,69,0.001,0.4,,,2,23,2,17,강원,,1,,1,,2026-04-24 16:00,1,0.003,방산면,1,0.052
,통신장애,-,-,-,통신장애,통신장애,,-,,-,강원,통신장애,,통신장애,,통신장애,2026-04-24 16:00,,-,양구읍,,-
1,,79,0.002,0.3,,,2,78,2,17,강원,,1,,1,,2026-04-24 16:00,1,0.016,동해항,2,0.050
1,,60,0.003,0.5,,,2,25,2,8,강원,,1,,1,,2026-04-24 16:00,1,0.011,묵호항,1,0.041
1,,77,0.002,0.2,,,2,25,2,7,강원,,1,,1,,2026-04-24 16:00,1,0.006,호산항,1,0.062
1,,75,0.002,0.3,,,2,28,2,12,강원,,1,,1,,2026-04-24 16:00,1,0.006,삼척항,1,0.059
1,,78,0.002,0.3,,,2,30,2,13,강원,,1,,1,,2026-04-24 16:00,1,0.006,옥계항,2,0.063
1,,81,0.002,0.5,,,2,29,2,10,강원,,1,,2,,2026-04-24 16:00,1,0.005,철원(DMZ),2,0.066
1,,76,0.002,0.3,,,2,27,2,13,강원,,1,,1,,2026-04-24 16:00,1,0.004,화천(DMZ),1,0.061
,통신장애,-,-,-,통신장애,통신장애,,-,,-,강원,통신장애,,통신장애,,통신장애,2026-04-24 16:00,,-,인제(DMZ),,-
1,,72,0.001,0.3,,,2,25,2,15,강원,,1,,2,,2026-04-24 16:00,1,0.003,고성(DMZ),2,0.056
1,,71,0.004,0.3,,,2,26,2,6,부산,,1,,1,,2026-04-24 16:00,1,0.014,광복동,1,0.054
1,,62,0.004,0.3,,,2,39,2,14,부산,,1,,1,,2026-04-24 16:00,1,0.020,초량동,1,0.044
1,,72,0.003,0.2,,,2,29,2,10,부산,,1,,1,,2026-04-24 16:00,1,0.006,태종대,1,0.056
1,,64,0.003,0.2,,,2,23,2,7,부산,,1,,1,,2026-04-24 16:00,1,0.008,청학동,1,0.046
1,,61,0.003,0.2,,,2,33,2,15,부산,,1,,1,,2026-04-24 16:00,1,0.006,전포동,2,0.043
1,,75,0.004,0.2,,,2,30,2,22,부산,,1,,2,,2026-04-24 16:00,1,0.010,온천동,2,0.060
1,,69,0.004,0.3,,,2,24,2,11,부산,,1,,1,,2026-04-24 16:00,1,0.006,명장동,1,0.052
1,,61,0.003,0.2,,,2,27,2,5,부산,,1,,1,,2026-04-24 16:00,1,0.006,대연동,1,0.043
1,,74,0.005,0.2,,,2,25,2,8,부산,,1,,1,,2026-04-24 16:00,1,0.004,용호동,1,0.059
1,,-,0.007,0.2,,,2,33,,13,부산,,1,,,,2026-04-24 16:00,1,0.009,학장동,,0.047
1,,87,0.004,0.3,,,2,21,2,8,부산,,1,,1,,2026-04-24 16:00,1,0.009,덕천동,1,0.074
,통신장애,79,-,-,,,2,17,2,6,부산,,1,,1,통신장애,2026-04-24 16:00,,0.008,화명동,1,0.065
1,,76,0.004,0.4,,,2,16,2,7,부산,,1,,1,,2026-04-24 16:00,1,0.015,삼락동,1,0.061
1,,72,0.004,0.3,,,2,24,2,7,부산,,1,,1,,2026-04-24 16:00,1,0.009,우동,1,0.056
1,,56,0.002,0.3,,,2,27,2,2,부산,,1,,1,,2026-04-24 16:00,1,0.026,감천동,1,0.037
1,,91,0.005,0.4,,,2,20,2,8,부산,,1,,1,,2026-04-24 16:00,1,0.011,청룡동,1,0.080
1,,72,0.002,0.2,,,2,22,2,10,부산,,1,,1,,2026-04-24 16:00,1,0.004,좌동,1,0.055
1,,77,0.005,0.2,,,2,26,2,7,부산,,1,,1,,2026-04-24 16:00,1,0.006,재송동,1,0.062
1,,68,0.004,0.3,,,2,27,2,11,부산,,1,,1,,2026-04-24 16:00,1,0.013,장림동,2,0.051
1,,72,0.003,0.2,,,2,20,2,8,부산,,1,,1,,2026-04-24 16:00,1,0.014,대저동,1,0.056
1,,78,0.003,0.3,,,2,23,2,12,부산,,1,,1,,2026-04-24 16:00,1,0.003,녹산동,1,0.064
1,,79,0.003,0.2,,,2,34,2,4,부산,,1,,1,,2026-04-24 16:00,1,0.008,명지동,1,0.065
1,,70,0.005,0.2,,,2,23,2,12,부산,,1,,1,,2026-04-24 16:00,1,0.009,연산동,1,0.054
1,,77,0.001,0.2,,,2,32,2,9,부산,,1,,1,,2026-04-24 16:00,1,0.003,기장읍,1,0.062
1,,77,0.008,0.3,,,2,24,2,8,부산,,1,,1,,2026-04-24 16:00,1,0.006,용수리,1,0.061
1,,58,0.002,0.2,,,2,27,2,19,부산,,1,,1,,2026-04-24 16:00,1,0.005,수정동,1,0.038
1,,65,0.004,0.2,,,2,31,2,16,부산,,1,,1,,2026-04-24 16:00,1,0.011,회동동,1,0.048
1,,73,0.002,0.3,,,2,23,2,7,부산,,1,,1,,2026-04-24 16:00,1,0.009,광안동,1,0.057
1,,-,0.003,0.3,,통신장애,2,-,,9,부산,,1,,,,2026-04-24 16:00,1,0.011,대신동,,0.055
1,,83,0.004,0.2,,,2,22,2,8,부산,,1,,1,,2026-04-24 16:00,1,0.007,덕포동,1,0.070
1,통신장애,73,0.005,-,,,2,25,2,10,부산,,1,,1,,2026-04-24 16:00,,0.014,개금동,1,0.057
